pref_name_target	organism	assay_id	assay_type	relationship_type	relationship_desc	confidence_score	curated_by	description	activity_id	relation	value	units	type	standard_relation	standard_value	standard_units	standard_flag	standard_type	pchembl_value	activity_comment	data_validity_comment	potential_duplicate	text_value	standard_text_value	molregno	chembl_id	canonical_smiles	pref_name	parent_molregno	active_molregno	doc_id	pubmed_id	doi	journal	year	volume	first_page	src_short_name
HERG	Homo sapiens	774669	B	D	Direct protein target assigned	9	Autocuration	DRUGMATRIX: Potassium Channel HERG radioligand binding (ligand: [3H] Astemizole)	7728390	=	24.2778	uM	IC50	=	24277.8	nM	1	IC50	4.62			0			97	CHEMBL2	COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)c4occc4	PRAZOSIN	97	97	59306							DRUGMATRIX
HERG	Homo sapiens	774669	B	D	Direct protein target assigned	9	Autocuration	DRUGMATRIX: Potassium Channel HERG radioligand binding (ligand: [3H] Astemizole)	7781270	=	6.226	uM	IC50	=	6226.0	nM	1	IC50	5.21			0			1325	CHEMBL422	CN1CCN(CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F)CC1	TRIFLUOPERAZINE	1325	1325	59306							DRUGMATRIX
HERG	Homo sapiens	774669	B	D	Direct protein target assigned	9	Autocuration	DRUGMATRIX: Potassium Channel HERG radioligand binding (ligand: [3H] Astemizole)	7665767	=	12.2864	uM	IC50	=	12286.4	nM	1	IC50	4.91			0			2223	CHEMBL41	CNCCC(Oc1ccc(cc1)C(F)(F)F)c2ccccc2	FLUOXETINE	2223	2223	59306							DRUGMATRIX
HERG	Homo sapiens	647229	B	D	Direct protein target assigned	9	Autocuration	Displacement of [3H] astemizole from human recombinant ERG channel expressed in HEK293 cells	3403254	=	3.1	uM	IC50	=	3100.0	nM	1	IC50	5.51			0			2223	CHEMBL41	CNCCC(Oc1ccc(cc1)C(F)(F)F)c2ccccc2	FLUOXETINE	2223	2223	52205	20637635.0	10.1016/j.bmc.2010.06.037	Bioorg. Med. Chem.	2010.0	18.0	6156.0	LITERATURE
HERG	Homo sapiens	774669	B	D	Direct protein target assigned	9	Autocuration	DRUGMATRIX: Potassium Channel HERG radioligand binding (ligand: [3H] Astemizole)	7706247	=	10.571	uM	IC50	=	10571.0	nM	1	IC50	4.98			0			2261	CHEMBL42	CN1CCN(CC1)C2=Nc3cc(Cl)ccc3Nc4ccccc24	CLOZAPINE	2261	2261	59306							DRUGMATRIX
HERG	Homo sapiens	774669	B	D	Direct protein target assigned	9	Autocuration	DRUGMATRIX: Potassium Channel HERG radioligand binding (ligand: [3H] Astemizole)	7721413	=	15.7215	uM	IC50	=	15721.5	nM	1	IC50	4.8			0			3965	CHEMBL55	NC(=N)c1ccc(OCCCCCOc2ccc(cc2)C(=N)N)cc1	PENTAMIDINE	3965	3965	59306							DRUGMATRIX
HERG	Homo sapiens	774669	B	D	Direct protein target assigned	9	Autocuration	DRUGMATRIX: Potassium Channel HERG radioligand binding (ligand: [3H] Astemizole)	7747725	=	3.5849	uM	IC50	=	3584.9	nM	1	IC50	5.45			0			4504	CHEMBL58	OCCNCCNc1ccc(NCCNCCO)c2C(=O)c3c(O)ccc(O)c3C(=O)c12	MITOXANTRONE	4504	4504	59306							DRUGMATRIX
HERG	Homo sapiens	941020	B	D	Direct protein target assigned	9	Autocuration	Displacement of [3H]astemizole from human ERG K+ channel expressed in HEK293 cells by scintillation spectrophotometric analysis	12645960	=	4.1	nM	IC50	=	4.1	nM	1	IC50	8.39			0			5638	CHEMBL473	CN(CCOc1ccc(NS(=O)(=O)C)cc1)CCc2ccc(NS(=O)(=O)C)cc2	DOFETILIDE	5638	5638	72215	23473309.0	10.1021/jm301564f	J. Med. Chem.	2013.0	56.0	2828.0	LITERATURE
HERG	Homo sapiens	774669	B	D	Direct protein target assigned	9	Autocuration	DRUGMATRIX: Potassium Channel HERG radioligand binding (ligand: [3H] Astemizole)	7802083	=	1.588	uM	IC50	=	1588.0	nM	1	IC50	5.8			0			5970	CHEMBL479	CSc1ccc2Sc3ccccc3N(CCC4CCCCN4C)c2c1	THIORIDAZINE	5970	5970	59306							DRUGMATRIX
HERG	Homo sapiens	774669	B	D	Direct protein target assigned	9	Autocuration	DRUGMATRIX: Potassium Channel HERG radioligand binding (ligand: [3H] Astemizole)	7707787	=	5.8275	uM	IC50	=	5827.5	nM	1	IC50	5.24			0			6216	CHEMBL71	CN(C)CCCN1c2ccccc2Sc3ccc(Cl)cc13	CHLORPROMAZINE	6216	6216	59306							DRUGMATRIX
