pref_name_target	organism	assay_id	assay_type	relationship_type	relationship_desc	confidence_score	curated_by	description	activity_id	relation	value	units	type	standard_relation	standard_value	standard_units	standard_flag	standard_type	pchembl_value	activity_comment	data_validity_comment	potential_duplicate	text_value	standard_text_value	molregno	chembl_id	canonical_smiles	pref_name	parent_molregno	active_molregno	doc_id	pubmed_id	doi	journal	year	volume	first_page	src_short_name
HERG	Homo sapiens	540080	B	D	Direct protein target assigned	9	Autocuration	Inhibition of human ERG channel in HEK293 cells by voltage-clamp method	2616694	=	-2.39		pIC50(uM)	=	245470.89	nM	1	IC50			Outside typical range	1			115	CHEMBL3	CN1CCC[C@H]1c2cccnc2	NICOTINE	115	115	46532	18262683.0	10.1016/j.ejmech.2007.12.025	Eur. J. Med. Chem.	2008.0	43.0	2479.0	LITERATURE
HERG	Homo sapiens	556369	B	D	Direct protein target assigned	9	Autocuration	Inhibition of human ERG expressed in CHO cells by whole cell patch clamp technique	2358292	=	3.61		pIC50	=	245470.89	nM	1	IC50			Outside typical range	1			115	CHEMBL3	CN1CCC[C@H]1c2cccnc2	NICOTINE	115	115	42094	18448342.0	10.1016/j.bmc.2008.04.028	Bioorg. Med. Chem.	2008.0	16.0	6252.0	LITERATURE
HERG	Homo sapiens	966750	B	D	Direct protein target assigned	9	Autocuration	Inhibition of human ERG current by patch clamp assay	13356446	=	1420.0	uM	IC50	=	1420000.0	nM	1	IC50			Outside typical range	0			146	CHEMBL4	CC1COc2c(N3CCN(C)CC3)c(F)cc4C(=O)C(=CN1c24)C(=O)O	OFLOXACIN	146	146	74074	23711922.0	10.1016/j.bmcl.2013.04.074	Bioorg. Med. Chem. Lett.	2013.0	23.0	3848.0	LITERATURE
HERG	Homo sapiens	556369	B	D	Direct protein target assigned	9	Autocuration	Inhibition of human ERG expressed in CHO cells by whole cell patch clamp technique	2358288	=	2.85		pIC50	=	1412537.54	nM	1	IC50			Outside typical range	1			146	CHEMBL4	CC1COc2c(N3CCN(C)CC3)c(F)cc4C(=O)C(=CN1c24)C(=O)O	OFLOXACIN	146	146	42094	18448342.0	10.1016/j.bmc.2008.04.028	Bioorg. Med. Chem.	2008.0	16.0	6252.0	LITERATURE
HERG	Homo sapiens	556369	B	D	Direct protein target assigned	9	Autocuration	Inhibition of human ERG expressed in CHO cells by whole cell patch clamp technique	2358319	=	3.02		pIC50	=	954992.59	nM	1	IC50			Outside typical range	1			241	CHEMBL8	OC(=O)C1=CN(C2CC2)c3cc(N4CCNCC4)c(F)cc3C1=O	CIPROFLOXACIN	241	241	42094	18448342.0	10.1016/j.bmc.2008.04.028	Bioorg. Med. Chem.	2008.0	16.0	6252.0	LITERATURE
HERG	Homo sapiens	966750	B	D	Direct protein target assigned	9	Autocuration	Inhibition of human ERG current by patch clamp assay	13356447	=	966.0	uM	IC50	=	966000.0	nM	1	IC50			Outside typical range	0			241	CHEMBL8	OC(=O)C1=CN(C2CC2)c3cc(N4CCNCC4)c(F)cc3C1=O	CIPROFLOXACIN	241	241	74074	23711922.0	10.1016/j.bmcl.2013.04.074	Bioorg. Med. Chem. Lett.	2013.0	23.0	3848.0	LITERATURE
HERG	Homo sapiens	556369	B	D	Direct protein target assigned	9	Autocuration	Inhibition of human ERG expressed in CHO cells by whole cell patch clamp technique	2358300	=	5.47		pIC50	=	3388.44	nM	1	IC50	5.47			1			605	CHEMBL11	CN(C)CCCN1c2ccccc2CCc3ccccc13	IMIPRAMINE	605	605	42094	18448342.0	10.1016/j.bmc.2008.04.028	Bioorg. Med. Chem.	2008.0	16.0	6252.0	LITERATURE
HERG	Homo sapiens	556369	B	D	Direct protein target assigned	9	Autocuration	Inhibition of human ERG expressed in CHO cells by whole cell patch clamp technique	2358264	=	3.62		pIC50	=	239883.29	nM	1	IC50			Outside typical range	1			1216	CHEMBL22	COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC	TRIMETHOPRIM	1216	1216	42094	18448342.0	10.1016/j.bmc.2008.04.028	Bioorg. Med. Chem.	2008.0	16.0	6252.0	LITERATURE
HERG	Homo sapiens	556369	B	D	Direct protein target assigned	9	Autocuration	Inhibition of human ERG expressed in CHO cells by whole cell patch clamp technique	2358276	=	6.85		pIC50	=	141.25	nM	1	IC50	6.85			1			1219	CHEMBL6966	COc1ccc(CCN(C)CCCC(C#N)(C(C)C)c2ccc(OC)c(OC)c2)cc1OC	VERAPAMIL	1219	1219	42094	18448342.0	10.1016/j.bmc.2008.04.028	Bioorg. Med. Chem.	2008.0	16.0	6252.0	LITERATURE
HERG	Homo sapiens	556369	B	D	Direct protein target assigned	9	Autocuration	Inhibition of human ERG expressed in CHO cells by whole cell patch clamp technique	2358312	=	4.76		pIC50	=	17378.01	nM	1	IC50	4.76			1			1278	CHEMBL23	COc1ccc(cc1)[C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(=O)C	DILTIAZEM	1278	1278	42094	18448342.0	10.1016/j.bmc.2008.04.028	Bioorg. Med. Chem.	2008.0	16.0	6252.0	LITERATURE
HERG	Homo sapiens	966750	B	D	Direct protein target assigned	9	Autocuration	Inhibition of human ERG current by patch clamp assay	13356445	=	130.0	uM	IC50	=	130000.0	nM	1	IC50			Outside typical range	0			1712	CHEMBL31	COc1c(N2CCNC(C)C2)c(F)cc3C(=O)C(=CN(C4CC4)c13)C(=O)O	GATIFLOXACIN	1712	1712	74074	23711922.0	10.1016/j.bmcl.2013.04.074	Bioorg. Med. Chem. Lett.	2013.0	23.0	3848.0	LITERATURE
HERG	Homo sapiens	556369	B	D	Direct protein target assigned	9	Autocuration	Inhibition of human ERG expressed in CHO cells by whole cell patch clamp technique	2358305	=	3.89		pIC50	=	128824.96	nM	1	IC50			Outside typical range	1			1712	CHEMBL31	COc1c(N2CCNC(C)C2)c(F)cc3C(=O)C(=CN(C4CC4)c13)C(=O)O	GATIFLOXACIN	1712	1712	42094	18448342.0	10.1016/j.bmc.2008.04.028	Bioorg. Med. Chem.	2008.0	16.0	6252.0	LITERATURE
HERG	Homo sapiens	556369	B	D	Direct protein target assigned	9	Autocuration	Inhibition of human ERG expressed in CHO cells by whole cell patch clamp technique	2358293	=	3.89		pIC50	=	128824.96	nM	1	IC50			Outside typical range	1			1788	CHEMBL32	COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc4C(=O)C(=CN(C5CC5)c14)C(=O)O	MOXIFLOXACIN	1788	1788	42094	18448342.0	10.1016/j.bmc.2008.04.028	Bioorg. Med. Chem.	2008.0	16.0	6252.0	LITERATURE
HERG	Homo sapiens	966750	B	D	Direct protein target assigned	9	Autocuration	Inhibition of human ERG current by patch clamp assay	13356449	=	129.0	uM	IC50	=	129000.0	nM	1	IC50			Outside typical range	0			1788	CHEMBL32	COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc4C(=O)C(=CN(C5CC5)c14)C(=O)O	MOXIFLOXACIN	1788	1788	74074	23711922.0	10.1016/j.bmcl.2013.04.074	Bioorg. Med. Chem. Lett.	2013.0	23.0	3848.0	LITERATURE
