Dopamine transporter	Rattus norvegicus	49336	B	D	Direct protein target assigned	9	Expert	Inhibition [3H]-cocaine binding to Cocaine receptor in rat striatal membranes.	32983	=	885.0	nM	IC50	=	885.0	nM	1	IC50	6.05			0			284092	CHEMBL169991	COC(=O)C1C(Cc2ccccc2)CC3CCC1N3C		284092	284092	14838	9526561	10.1021/jm970025h	J. Med. Chem.	1998	41	864	LITERATURE
Dopamine transporter	Rattus norvegicus	49336	B	D	Direct protein target assigned	9	Expert	Inhibition [3H]-cocaine binding to Cocaine receptor in rat striatal membranes.	34194	=	327.0	nM	IC50	=	327.0	nM	1	IC50	6.49			0			1385198	CHEMBL2112947	COC(=O)[C@H]1[C@@H](C[C@H]2CCC1N2C)OC(=O)c3ccc4ccccc4c3		1385198	1385198	14838	9526561	10.1021/jm970025h	J. Med. Chem.	1998	41	864	LITERATURE
Dopamine transporter	Rattus norvegicus	49336	B	D	Direct protein target assigned	9	Expert	Inhibition [3H]-cocaine binding to Cocaine receptor in rat striatal membranes.	35458	=	10.3	nM	IC50	=	10.3	nM	1	IC50	7.99			0			1385195	CHEMBL2112944	COC(=O)[C@@H]1C2CC[C@H](C[C@H]1c3ccc(cc3)c4ccccc4)N2C		1385195	1385195	14838	9526561	10.1021/jm970025h	J. Med. Chem.	1998	41	864	LITERATURE
Dopamine transporter	Rattus norvegicus	49336	B	D	Direct protein target assigned	9	Expert	Inhibition [3H]-cocaine binding to Cocaine receptor in rat striatal membranes.	36697	=	344.0	nM	IC50	=	344.0	nM	1	IC50	6.46			0			283749	CHEMBL167115	COC(=O)C1C(CCCc2ccccc2)CC3CCC1N3C		283749	283749	14838	9526561	10.1021/jm970025h	J. Med. Chem.	1998	41	864	LITERATURE
Dopamine transporter	Rattus norvegicus	49336	B	D	Direct protein target assigned	9	Expert	Inhibition [3H]-cocaine binding to Cocaine receptor in rat striatal membranes.	40213	=	81000.0	nM	IC50	=	81000.0	nM	1	IC50	4.09			0			284316	CHEMBL170092	COC(=O)C1C(Cc2ccc3ccccc3c2)CC4CCC1N4C		284316	284316	14838	9526561	10.1021/jm970025h	J. Med. Chem.	1998	41	864	LITERATURE
Dopamine transporter	Rattus norvegicus	49336	B	D	Direct protein target assigned	9	Expert	Inhibition [3H]-cocaine binding to Cocaine receptor in rat striatal membranes.	43819	=	9.94	nM	IC50	=	9.94	nM	1	IC50	8.00			0			1385196	CHEMBL2112945	COC(=O)[C@H]1[C@H](CCc2ccccc2)C[C@H]3CCC1N3C		1385196	1385196	14838	9526561	10.1021/jm970025h	J. Med. Chem.	1998	41	864	LITERATURE
Dopamine transporter	Rattus norvegicus	49336	B	D	Direct protein target assigned	9	Expert	Inhibition [3H]-cocaine binding to Cocaine receptor in rat striatal membranes.	48723	=	2.1	nM	IC50	=	2.1	nM	1	IC50	8.68			0			1385197	CHEMBL2112946	COC(=O)[C@H]1[C@@H](C[C@H]2CCC1N2C)\C=C\c3ccccc3		1385197	1385197	14838	9526561	10.1021/jm970025h	J. Med. Chem.	1998	41	864	LITERATURE
Dopamine transporter	Rattus norvegicus	49336	B	D	Direct protein target assigned	9	Expert	Inhibition [3H]-cocaine binding to Cocaine receptor in rat striatal membranes.	53917	=	3.32	nM	IC50	=	3.32	nM	1	IC50	8.48			0			1384296	CHEMBL2112045	COC(=O)[C@H]1C2CC[C@H](C[C@H]1c3ccc4ccccc4c3)N2C		1384296	1384296	14838	9526561	10.1021/jm970025h	J. Med. Chem.	1998	41	864	LITERATURE
Dopamine transporter	Rattus norvegicus	49336	B	D	Direct protein target assigned	9	Expert	Inhibition [3H]-cocaine binding to Cocaine receptor in rat striatal membranes.	60201	=	71.6	nM	IC50	=	71.6	nM	1	IC50	7.14			0			283747	CHEMBL414461	COC(=O)C1C2CCC(CC1C(=C)c3ccccc3)N2C		283747	283747	14838	9526561	10.1021/jm970025h	J. Med. Chem.	1998	41	864	LITERATURE
Dopamine transporter	Rattus norvegicus	49336	B	D	Direct protein target assigned	9	Expert	Inhibition [3H]-cocaine binding to Cocaine receptor in rat striatal membranes.	64202	=	742.0	nM	IC50	=	742.0	nM	1	IC50	6.13			0			284091	CHEMBL169990	COC(=O)C1C(CC2CCC1N2C)OC(=O)c3cccc4ccccc34		284091	284091	14838	9526561	10.1021/jm970025h	J. Med. Chem.	1998	41	864	LITERATURE
