Dopamine transporter	Homo sapiens	58965	B	H	Homologous protein target assigned	8	Autocuration	Compound was evaluated for binding affinity to dopamine transporter using [125I]RTI-55 as a radioligand in HEK cells expressing human transporters.	758466	=	3600.0	nM	Ki	=	3600.0	nM	1	Ki	5.44			0			100531	CHEMBL612232	COC(=O)[C@H]1C2CC[C@@H]3C[C@@H]1\C(=C\c4ccc(OC)cc4)\CN23		100531	100531	15451	10821718	10.1021/jm0001121	J. Med. Chem.	2000	43	2064	LITERATURE
Dopamine transporter	Homo sapiens	58965	B	H	Homologous protein target assigned	8	Autocuration	Compound was evaluated for binding affinity to dopamine transporter using [125I]RTI-55 as a radioligand in HEK cells expressing human transporters.	763734	=	3320.0	nM	Ki	=	3320.0	nM	1	Ki	5.48			0			100530	CHEMBL304656	COC(=O)[C@H]1C2CC[C@@H]3C[C@@H]1\C(=C\c4ccc(Cl)c(Cl)c4)\CN23		100530	100530	15451	10821718	10.1021/jm0001121	J. Med. Chem.	2000	43	2064	LITERATURE
Dopamine transporter	Homo sapiens	58965	B	H	Homologous protein target assigned	8	Autocuration	Compound was evaluated for binding affinity to dopamine transporter using [125I]RTI-55 as a radioligand in HEK cells expressing human transporters.	781757	=	1570.0	nM	Ki	=	1570.0	nM	1	Ki	5.80			0			100496	CHEMBL294105	COC(=O)[C@H]1C2CC[C@@H]3C[C@@H]1\C(=C\c4ccccc4)\CN23		100496	100496	15451	10821718	10.1021/jm0001121	J. Med. Chem.	2000	43	2064	LITERATURE
Dopamine transporter	Homo sapiens	58965	B	H	Homologous protein target assigned	8	Autocuration	Compound was evaluated for binding affinity to dopamine transporter using [125I]RTI-55 as a radioligand in HEK cells expressing human transporters.	788387	=	258.0	nM	Ki	=	258.0	nM	1	Ki	6.59			0			333370	CHEMBL370805	COC(=O)[C@H]1[C@H](C[C@@H]2CC[C@H]1N2C)OC(=O)c3ccccc3	COCAINE	333370	333370	15451	10821718	10.1021/jm0001121	J. Med. Chem.	2000	43	2064	LITERATURE
Dopamine transporter	Homo sapiens	58966	B	H	Homologous protein target assigned	8	Autocuration	Compound was evaluated for inhibition of [3H]DA uptake in HEK-hDAT cells expressing Human dopamine Transporter	758467	=	3700.0	nM	Ki	=	3700.0	nM	1	Ki	5.43			0			100531	CHEMBL612232	COC(=O)[C@H]1C2CC[C@@H]3C[C@@H]1\C(=C\c4ccc(OC)cc4)\CN23		100531	100531	15451	10821718	10.1021/jm0001121	J. Med. Chem.	2000	43	2064	LITERATURE
Dopamine transporter	Homo sapiens	58966	B	H	Homologous protein target assigned	8	Autocuration	Compound was evaluated for inhibition of [3H]DA uptake in HEK-hDAT cells expressing Human dopamine Transporter	763735	>	10.0	uM	Ki	>	10000.0	nM	1	Ki				0			100530	CHEMBL304656	COC(=O)[C@H]1C2CC[C@@H]3C[C@@H]1\C(=C\c4ccc(Cl)c(Cl)c4)\CN23		100530	100530	15451	10821718	10.1021/jm0001121	J. Med. Chem.	2000	43	2064	LITERATURE
Dopamine transporter	Homo sapiens	58966	B	H	Homologous protein target assigned	8	Autocuration	Compound was evaluated for inhibition of [3H]DA uptake in HEK-hDAT cells expressing Human dopamine Transporter	781758	=	910.0	nM	Ki	=	910.0	nM	1	Ki	6.04			0			100496	CHEMBL294105	COC(=O)[C@H]1C2CC[C@@H]3C[C@@H]1\C(=C\c4ccccc4)\CN23		100496	100496	15451	10821718	10.1021/jm0001121	J. Med. Chem.	2000	43	2064	LITERATURE
Dopamine transporter	Homo sapiens	58966	B	H	Homologous protein target assigned	8	Autocuration	Compound was evaluated for inhibition of [3H]DA uptake in HEK-hDAT cells expressing Human dopamine Transporter	788388	=	276.0	nM	Ki	=	276.0	nM	1	Ki	6.56			0			333370	CHEMBL370805	COC(=O)[C@H]1[C@H](C[C@@H]2CC[C@H]1N2C)OC(=O)c3ccccc3	COCAINE	333370	333370	15451	10821718	10.1021/jm0001121	J. Med. Chem.	2000	43	2064	LITERATURE
Dopamine transporter	Homo sapiens	60180	B	D	Direct protein target assigned	9	Expert	Inhibition of [3H]dopamine uptake in HEK cells expressing human DAT	391047	=	406.0	nM	IC50	=	406.0	nM	1	IC50	6.39			0			219219	CHEMBL132683	COC(=O)C1C2CCC(CC1c3ccc(O)c(O)c3)N2C		219219	219219	5963	14592523	10.1016/j.bmcl.2003.07.014	Bioorg. Med. Chem. Lett.	2003	13	4133	LITERATURE
Dopamine transporter	Homo sapiens	60180	B	D	Direct protein target assigned	9	Expert	Inhibition of [3H]dopamine uptake in HEK cells expressing human DAT	417730	=	507.0	nM	IC50	=	507.0	nM	1	IC50	6.29			0			219219	CHEMBL132683	COC(=O)C1C2CCC(CC1c3ccc(O)c(O)c3)N2C		219219	219219	5963	14592523	10.1016/j.bmcl.2003.07.014	Bioorg. Med. Chem. Lett.	2003	13	4133	LITERATURE
Dopamine transporter	Homo sapiens	60180	B	D	Direct protein target assigned	9	Expert	Inhibition of [3H]dopamine uptake in HEK cells expressing human DAT	421385	=	460.0	nM	IC50	=	460.0	nM	1	IC50	6.34			0			4584	CHEMBL59	NCCc1ccc(O)c(O)c1	DOPAMINE	4584	4584	5963	14592523	10.1016/j.bmcl.2003.07.014	Bioorg. Med. Chem. Lett.	2003	13	4133	LITERATURE
Dopamine transporter	Homo sapiens	60180	B	D	Direct protein target assigned	9	Expert	Inhibition of [3H]dopamine uptake in HEK cells expressing human DAT	422899	=	330.0	nM	IC50	=	330.0	nM	1	IC50	6.48			0			333370	CHEMBL370805	COC(=O)[C@H]1[C@H](C[C@@H]2CC[C@H]1N2C)OC(=O)c3ccccc3	COCAINE	333370	333370	5963	14592523	10.1016/j.bmcl.2003.07.014	Bioorg. Med. Chem. Lett.	2003	13	4133	LITERATURE
Dopamine transporter	Homo sapiens	60180	B	D	Direct protein target assigned	9	Expert	Inhibition of [3H]dopamine uptake in HEK cells expressing human DAT	426640	=	1568.0	nM	IC50	=	1568.0	nM	1	IC50	5.80			0			219532	CHEMBL335423	COC(=O)C1C2CCC(CC1c3ccc(OC)c(OC)c3)N2C		219532	219532	5963	14592523	10.1016/j.bmcl.2003.07.014	Bioorg. Med. Chem. Lett.	2003	13	4133	LITERATURE
Dopamine transporter	Homo sapiens	61352	B	H	Homologous protein target assigned	8	Expert	Inhibition of [3H]3-beta-(4-fluorophenyl)tropane-2beta-carboxylic acid methyl ester binding to dopamine transporter of cynomolgus monkey striatum	634317	=	33.7	nM	IC50	=	33.7	nM	1	IC50	7.47			0			129656	CHEMBL80515	COC(=O)C1C2CCC(CC1c3ccc(F)cc3)N2		129656	129656	12231	8464040	10.1021/jm00059a010	J. Med. Chem.	1993	36	855	LITERATURE
Dopamine transporter	Homo sapiens	61352	B	H	Homologous protein target assigned	8	Expert	Inhibition of [3H]3-beta-(4-fluorophenyl)tropane-2beta-carboxylic acid methyl ester binding to dopamine transporter of cynomolgus monkey striatum	637931	=	1.08	nM	IC50	=	1.08	nM	1	IC50	8.97			0			14241	CHEMBL14391	COC(=O)C1C2CCC(CC1c3ccc(I)cc3)N2C		14241	14241	12231	8464040	10.1021/jm00059a010	J. Med. Chem.	1993	36	855	LITERATURE
Dopamine transporter	Homo sapiens	61352	B	H	Homologous protein target assigned	8	Expert	Inhibition of [3H]3-beta-(4-fluorophenyl)tropane-2beta-carboxylic acid methyl ester binding to dopamine transporter of cynomolgus monkey striatum	641650	=	1.43	nM	IC50	=	1.43	nM	1	IC50	8.85			0			129620	CHEMBL81525	COC(=O)C1C2CCC(CC1c3ccc(Cl)cc3)N2		129620	129620	12231	8464040	10.1021/jm00059a010	J. Med. Chem.	1993	36	855	LITERATURE
Dopamine transporter	Homo sapiens	61352	B	H	Homologous protein target assigned	8	Expert	Inhibition of [3H]3-beta-(4-fluorophenyl)tropane-2beta-carboxylic acid methyl ester binding to dopamine transporter of cynomolgus monkey striatum	645239	=	95.6	nM	IC50	=	95.6	nM	1	IC50	7.02			0			333370	CHEMBL370805	COC(=O)[C@H]1[C@H](C[C@@H]2CC[C@H]1N2C)OC(=O)c3ccccc3	COCAINE	333370	333370	12231	8464040	10.1021/jm00059a010	J. Med. Chem.	1993	36	855	LITERATURE
Dopamine transporter	Homo sapiens	61352	B	H	Homologous protein target assigned	8	Expert	Inhibition of [3H]3-beta-(4-fluorophenyl)tropane-2beta-carboxylic acid methyl ester binding to dopamine transporter of cynomolgus monkey striatum	649906	=	1.09	nM	IC50	=	1.09	nM	1	IC50	8.96			1			143073	CHEMBL87031	COC(=O)C1C2CCC(CC1c3ccc(Cl)c(Cl)c3)N2C		143073	143073	12231	8464040	10.1021/jm00059a010	J. Med. Chem.	1993	36	855	LITERATURE
Dopamine transporter	Homo sapiens	61352	B	H	Homologous protein target assigned	8	Expert	Inhibition of [3H]3-beta-(4-fluorophenyl)tropane-2beta-carboxylic acid methyl ester binding to dopamine transporter of cynomolgus monkey striatum	651148	=	7.93	nM	IC50	=	7.93	nM	1	IC50	8.10			0			283554	CHEMBL171106	COC(=O)C1C2CCC(CC1c3cccc(Br)c3)N2C		283554	283554	12231	8464040	10.1021/jm00059a010	J. Med. Chem.	1993	36	855	LITERATURE
Dopamine transporter	Homo sapiens	61352	B	H	Homologous protein target assigned	8	Expert	Inhibition of [3H]3-beta-(4-fluorophenyl)tropane-2beta-carboxylic acid methyl ester binding to dopamine transporter of cynomolgus monkey striatum	651151	=	27.8	nM	IC50	=	27.8	nM	1	IC50	7.56			0			105443	CHEMBL67387	COC(=O)C1C2CCC(CC1c3cccc(I)c3)N2C		105443	105443	12231	8464040	10.1021/jm00059a010	J. Med. Chem.	1993	36	855	LITERATURE
